experiment_tag louvain_Baseline
run_name louvain_Baseline_football
dataset football
method louvain
n 115
edges 612
density 0.09336384439359267
seed 0
resolution 1.0
weight_key weight
num_communities 10
modularity_custom 0.5961082473540856
modularity_louvain_api 0.5961082473540925
graph_build_time_seconds 0.0018845000013243407
louvain_time_seconds 0.009956299996702
time_seconds 0.02061669999966398
