selection_type,risk_index,pred_score,pred_score_norm,stability_score,final_select_score,consensus_match_count,pred_rank_desc,true_score_in_grid,dataset,alpha,beta,T,h,rho,lr,lam_sparse,batch_size,epochs,k_min,k_max,k_n_init,best_k,modularity,time_seconds
recommended_risk_controlled,0.5,0.9578599512857524,0.9899642907332739,0.875,0.932482145366637,7.0,2.0,0.9886445149913012,soc-dolphins_normalized,0.9,0.09999999999999998,6,32,0.05,0.01,0.0001,32,600,2,14,10,6,0.46471658557809853,86.33558716624975
random_1,,0.21713285304188415,,,,,306.0,-0.6669810824055205,soc-dolphins_normalized,0.7,0.30000000000000004,10,32,0.05,0.02,0.00066,32,600,2,14,10,4,0.3715240694592754,158.5300935767591
random_2,,0.7736014301136045,,,,,66.0,-0.05418886846600512,soc-dolphins_normalized,0.9,0.09999999999999998,8,32,0.05,0.01,0.00033,16,600,2,14,10,6,0.3733831731339718,232.67137598991394
random_3,,0.09640807015325847,,,,,348.0,0.8830453684626614,soc-dolphins_normalized,0.3,0.7,10,16,0.05,0.02,0.0001,32,600,2,14,10,4,0.41661722241999644,157.65492086485028
random_4,,0.29345969909269,,,,,275.0,0.819657181023334,soc-dolphins_normalized,0.5,0.5,8,16,0.05,0.02,0.00033,16,600,2,14,10,3,0.4526521893912386,233.27943569794297
random_5,,-0.9359752930879511,,,,,689.0,-0.9693889285343373,soc-dolphins_normalized,0.3,0.7,10,48,0.05,0.02,0.01,32,600,2,14,10,5,0.25873185396147186,157.59475250914693
