experiment_tag louvain_Baseline
run_name louvain_Baseline_sbm_clear_normalized
dataset sbm_clear_normalized
method louvain
n 200
edges 2229
density 0.11201005025125628
seed 0
resolution 1.0
weight_key weight
num_communities 4
modularity_custom 0.406764113733062
modularity_louvain_api 0.4067641137330603
graph_build_time_seconds 0.026844000007258728
louvain_time_seconds 0.04133480000018608
time_seconds 0.1382434999977704
