experiment_tag louvain_Baseline
run_name louvain_Baseline_reptilia-tortoise-network-bsv
dataset reptilia-tortoise-network-bsv
method louvain
n 136
edges 374
density 0.040740740740740744
seed 0
resolution 1.0
weight_key weight
num_communities 8
modularity_custom 0.628746877016397
modularity_louvain_api 0.6287468770163975
graph_build_time_seconds 0.0019965000028605573
louvain_time_seconds 0.011127899997518398
time_seconds 0.023825999996915925
