experiment_tag louvain_Baseline
run_name louvain_Baseline_lfr_like_2_normalized
dataset lfr_like_2_normalized
method louvain
n 300
edges 749
density 0.01670011148272018
seed 0
resolution 1.0
weight_key weight
num_communities 13
modularity_custom 0.44962556837936746
modularity_louvain_api 0.4496255683793604
graph_build_time_seconds 0.013052499998593703
louvain_time_seconds 0.05467959999805316
time_seconds 0.17404820000228938
